text,mark
"Вид из окна, забота о тех, кто заселяется поздно - разложили кресло и постелили постель, наличие зубного набора и тапочек, наличие всего необходимого для кухни и приветственный чай, кулер с чистой питьевой водой, утюг. Удобное раскладное кресло. Наличие багажной комнаты - это очень удобно! Близость к метро и возможность пешком дойти до основных достопримечательностей. Стильная обстановка. Напоминает ibis/azimut Но гораздо дешевле, с кухней и доп. спальным местом Из пожеланий - не заходить персоналу в номер без стука, даже если есть карта. Проверка выехали/не выехали не так осуществляется 🙏🏼 Разобраться с щелчками электричества (как будто или автомат срабатывает или электронный замок щёлкает) Из-за щелчков почти не спала. Разбираться некогда было. Заехали очень поздно, дети отрубились",5
"Понравилось 1 место расположения, 2 чистота, 3 вежливость персонала, 4 удобный чат в вотс где можно задать любой вопрос 🫶 НО есть одно но и оно оказалось для меня критично - бар Неон на 1 этаже и вообще внутри здания по всей длине 😓 у кого чуткий сон 💤 то вам будет не очень комфортно, но в номере заботливо лежат беруши 🥲 музыка орет с двух сторон как бы менять номер мы не стали, те если (у нас окна во двор) во дворе персонал выходит в курилку и орет как не в себе то снаружи (окна на дорогу) орут как не в себе посетители данного заведения 🙈 пьют, курят и бьют бутылки 🥲 как бы отель тут не при чем но неудобство было к сожалению(( спать нереально было 🌚",4
"Очень удобное расположение и приятный интерьер. Но, к сожалению, главную функцию - хорошо высыпаться по ночам - отель выполнить не смог. Очень шумный двор при открытом окне, а при закрытом окне в номере можно задохнуться. (Возможно, в более прохладное время года это будет не так заметно)",4
Очень классно.,5
"+ Расположение норм, интерьер норм, кровать супер, большое окно супер - Высокая влажность из-за отсутствия кондиционера; душевая кабинка без бортиков, вода течет на пол; не убрали мусор после предыдущих гостей перед нашим заселением",3
"Комната была тесная , заставленная большими стульями которые туда еде помещались ; В номере было очень жарко , мы попытались открыть окно, которое оказалось очень большим и совершенно без страховки , если бы у нас были дети они могли бы спокойно вывалиться из этого окна , даже нам взрослым было страшновато ; Нам показалось что номер описанный в сайте не соответствует описанию",2
"Добрый день! Отличный отель во всех смыслах этого слова, от чистоты в номере до удобного расположения в историческом центре Петербурга. В номере есть всё для комфортного отдыха, уборка проводится регулярно. На этажах установлены кулеры с питьевой водой в постоянном доступе. Персонал вежливый, доброжелательный. Рекомендую на 💯 процентов всем, в том числе тем, кто хочет посмотреть достопримечательности культурной столицы, передвигаясь пешим ходом. Спасибо Вам за отличный отдых! Если в Петербург, то только в Izzzi!",5
"Отличный отель, чисто, уютно, современно, красиво, идеальное расположение. В номере есть все необходимое, уборка ежедневно, горячая вода без проблем, есть стиральная и сушильная машины (за отдельную плату). На этаже кулер, гладильная доска с утюгом. В холле кофемашина. Все понравилось, без нареканий. Обязательно остановлюсь тут в следующий раз.",5
"За свои деньги, очень приличный отель расположенный в самом центре города. В номерах есть все необходимое, приятно удивило наличие полностью оборудованной кухни. Из минусов в номерах нет кондиционеров.",5
"Мы жили в номере 111, за стенкой бар Неон. А с самого утра под окнами начиналась разгрузка продуктов и от мата грузчиков уши в трубочку сворачивались. И это был единственный номер для семьи с ребёнком??? Администрация не в курсе, что происходит под окнами их отеля? Кроме того регулярно кто-то курил прям под окном. Неужели нельзя хотя бы повесить таблички с просьбой не курить??? Наверное отель не плохой, если можно выбрать не первый этаж с окнами не на дорогу. Но нам к сожалению не повезло.",3
"Прекрасный отель. Стиль , удобство , все мелочи предусмотрены. Рядом метро",5
"Прекрасный отель в самом центре города, современно, чисто, стильно 👍🏼",5
"Отель в целом не плохой. Но он расположен рядом с ночным клубом, так что спать до 4 утра практически невозможно, бируши не помогали, тк в комнате от звука все вибрировало. Либо ночной клуб -либо отель: в наш визит победил ночной клуб (был видимо через стенку). Завтрак по системе шведский стол не рекомендую, качество как в плохой столовой. Так что достойные 3 бала за 3 звезды.",3
"1. При заселении было грязное мусорное ведро в санузле, бумага с красными пятнами. 2. При смене постельного белья поменяли на грязное с пятнами. 3. Не обновляли зубные щетки с пастой. 4. Окна смотрят во двор на трансформаторную подстанцию, от нее шум. 5. Попросил выезд на 1-2 часа позже, администратор сказала 8 тысяч как за ночь. Потом сказала «ладно, 3». Подошел на следующий день, другой администратор разрешила выселиться на час позже бесплатно. Плюсы: 1. Расположение 2. Вода, гладилки в коридоре. 3. Интерьер По хорошему поставить бы оценку 3. Но в целом впечатление больше положительное, поэтому 4. Но нужно поработать.",4
"Плюсы - центр города, цена номера, есть кухня, стиралка и сушилка на этаже, есть кровать для ребенка, каждый день убирают минусы- нет кондиционера, в номере ад. Рядом клуб, долбит музыка с 22.00-5.00. Вы не сможете спать. Кровати скрипят, соединены из двух, между дыра, утюг ржавый , доска вся в пятнах, администраторов нужно всех поменять, пришли делать кровать, просто подложили картонку и ушли😂😂 Подушки не удобные, спина болела . Итог. Не спал ни одну ночь из за музыки и жары и кровати.",3
"Отличный отель, чистенько и свежо! Расположение супер и проблем с парковкой нет) Единственный минус, то что нет кондиционера.",4
"Хорошой отель, в номере есть почти всё (холодильник, плита если кто в спб готовить хочет, шкаф). Приятный персонал. Большие панорамные окна (хотя панорама на даркстор лавки или шумную улицу) Есть опции завтраков, но их не брали. Но! Нет сплит системы (?!? Вместо стоит еле устойчивый вентилятор!), держатели душа не держат лейку, сами ванные убитые, полотенца серые и тонкие, кровати не удобные. И политика ценообразования. Номер на ночь стоит 7000₽ (супериор). В продление номера на полдня - 11000₽, что в целом вне реальной цены для вторника для гостиницы без сплита и трех звезд. Ощущение что обманули очень сильное. Осадок остался крайне неприятный. Резюмируя: в целом, неплохой вариант. Но будьте внимательны, внутри отеля норовят обмануть.",2
"Уютный отель, красивый интерьер, отличное расположение . Номер smart , для двоих взрослых, вполне достаточно, достойный номер, убирались каждый день, полотенце меняют по запросу. Есть небольшая кухня с Эл. плитой, вытяжкой, чайник, холодильник, посуда. На этаже гладильная доска, стиральная и сушильные машинки. Есть лифт, жили на 4 этаже. Очень понравилось. Пишут насчёт шума, спали с открытым окном, музыки не слышали, шума всю ночь тоже не было, окна были во двор. На рессепшене все вежливые, приветливые. Очень понравился отель, рекомендуем100%",5
"Много пишут про плюсы отеля - близость к центру, хорошая уборка, и мы с ними согласны. НО мы столкнулись с жирным минусом - нам дали номер, который стенка-в-стенку примыкает к кальянной, работающей по принципу ночного клуба: до 5 утра и со столиками на улице прямо под окнами номера (в полуметре от окна они ставили бумбокс - хорошо наверное гостям этого кафе, правда?). Ребята на ресепшене пытались как-то решить проблему: например, по нашей жалобе просили администрацию ночного клуба пересадить шумных гостей прямо от нашего окна на 2 метра подальше (что на 10% уменьшало слышимость), но в целом проблема не решалась, тут проблема в принципе в том, что номер - это буфер (саундбуфер!) между ночным клубом и остальной частью отеля. Нам приходилось закрывать окна в жару, кондиционеров нет, с нами - 6-летний ребенок... Вопрос менеджеру отеля: если изначально известно, что у есть в наличии такой проблемный номер, то зачем его сдавать, тем более гостям с ребенком?",3
"Удобное местоположение, приятный интерьер, чистота в номере и наличие всего необходимого",5
"Спасибо за прием, приветливый и вежливый персонал. Удобное расположение, в номере есть все необходимое, уютно. Очень красивое лобби, сделали фотосессию в день свадьбы.",5
"Ужасный отель, особенно номер 102, кондиционера нет, окна во двор, шум от курьеров, всю ночь их музыка с заказами, утром ругань и драки, хлопанье дверей! Не приветливый ресепшен, ни поздороваться ни пожелать доброго вечера, я гость, хоть немного внимания можно? Никакой отель, одним словом, не рекомендую и второй раз точно не вернусь.",1
"Все отлично, учли наши пожелания, единственный минус - нет кондея, а вентилятора нам не досталось. Мы попали в самые жаркие дни",5
"Идеально! Есть все удобства для проживания. Чисто, красиво и современно",5
"Прекрасный отель. Все четко . Отличное расположение в центре , все в пешей доступности. Номер небольшой, но все очень продумано, белье чистейшее. Удобно , что есть мини кухня , санузел чистый современный. Ресепшен работает отлично, приветливые и все оперативно решают. Рядом Буше,Марчеллис справа от Казанского собора. Можно кушать и наслаждаться видом. От отеля 5 минут . В пешей доступности ВкусВилл, булочная Вольчек . 😍",5
"Удачное расположение- до Казанского 5 мин. Номер был супериор. Удобные матрасы, хорошее постельное. Подушки тонюсенькие. Номер убирали каждый день. В ванной мыло в дозаторе, есть шампунь и гель для душа. На этаже гладильная доска с утюгом (бесплатно) и кулер с водой. Раньше 14 не заселяли. Но есть багажная комната. Девушка-блондинка администратор была раздраженная, иногда отвечала грубо посетителям. Вторая девушка (темненькая) и молодой человек приятные. У нас был номер на 1м этаже с окнами во двор. Под частью окна располались столики кафе. Днём играла музыка, но нас почти не было, а после 23 музыку выключали. Но кафе работает до 6 утра. Это не очень уютно, все время шторы в номере держали закрытыми. Если есть возможность, селиться лучше не на 1 этаже. Кондиционера нет. На улице было около 20 гр, в номере при закрытом окне очень душно. Открытое окно спасает, есть сетка на окне. В целом недочёты у отеля незначительные, из-за расположения на них можно закрыть глаза.",5
"Были приятно удивлены, большой номер, чисто , уютно. Уборка проводилась ежедневно, персонал весь дружелюбный. Самое главное местоположение, до любой точки можно дойти пешком.",5
"Однозначно этот отель заслуживает хорошей оценки! 1) это местоположение (самый центр, выходишь и сразу Казанский собор) 2) несмотря на то, что отель в центре, здесь очень тихо. У нас номер был на 1 этаже и открытые окна выходили во двор и очень тихо, хотя рядом бары. Мы отлично выспались. Хорошая звукоизоляция, мы не слышали ни ресепшен, ни соседей (номер 101) 3) хороший свежий современный ремонт, чисто, в номере есть все необходимое для отеля 3*, убирали каждый день. 4) соотношение цена качество отличное. Рекомендую!",5
"Второй раз останавливаемся в этом отеле. Очень нравится! Место расположения, номера, удобные кровати, обслуживание. Всё на отлично 👍Однозначно будем останавливаться только в нём. Все отели , в которых мы были ранее , здорово проигрывают.",5
"Просто великолепное местоположение. Не плохие номера, достаточно чисто, есть кухня. Теперь минусы: Нет кондиционера, сторона у номера солнечная, в номере очень душно. Ко всему прочему очень шумно, под окном курьерская служба которая и днем и ночью хлопает дверьми, ночью спать не возможно с открытым окном, а если его закрыть то маешься от жары. Не вернусь сюда только из-за шума. Возможно не все номера такие но проверять я не стану 😅",3
"Хороший отель: расположение крайне удобное и в целом номер и отель приятные. Однако плохо с вентиляцией - очень душно, окно не закрывала вообще. Удобно, что есть своя мини-кухня, но грязная посуда, из-за чего очень неприятно (и губки для мытья нет). «Вид» - это какие-то контейнеры во дворе. И из-за того, что на 1 этаже номер, было немного неуютно и не чувствовалась безопасность (особенно, когда доносятся звуки не вполне трезвых людей). Но это не умаляет достоинств отеля.",4
Отличный отель. Все понравилось. Очень удобное расположение - все в шаговой доступности.,5
"Хорошее расположение, все достопримечательности близко. Останавливались в номере с небольшой кухней (есть СВЧ, плита, посуда на 2, сковородка, кастрюля), номер маленький, но все необходимое есть. Но большой минус, нет кондиционера. Если жарко, то приходится открывать окна, на улице клуб и бар, поэтому очень шумно ночью.",4
"Очень теплый по домашнему отель. Отзывчивый персонал. Есть доставка завтраков, обедов и ужинов в номер. Можно в отеле выбрать и оплатить экскурсию .В номере , всё есть для домашнего проживания: маленькая кухня с плитой, микроволновкой, холодильником и кухонными приборами. Уборка в номере каждый день. Шаговая доступность до центра и метро. То, что нужно для туристической поездки в Питер!",5
"Отдыхали в этом отеле второй раз в мае. Но на этот раз выбрали неудачный номер smart - он ооочень маленький, вентиляция не очень работает, кондиционера нет. Была солнечная сторона и приходилось держать окно открытым, но окно выходило на улицу, где ожидали выдачи курьеры Яндекс лавки. Было громко с утра и до позднего вечера. Дым от сигарет шёл в окно т. к. воторой этаж, и постоянно хлопала дверь в Яндекс Лавке. В остальном только плюсы, свежий ремонт, стильно, чисто. Просто нужно брать другой номер.",4
"Отель очень приятный, все чисто, новая мебель. Персонал очень вежливый и отзывчивый. Месторасположение отличное!",5
Все отлично! Все очень понравилось!,5
"Хорошее местоположение, близко к центру. Номера чистые. Кровать удобная. На этаже гладильная доска, утюг, куллер. Убиралась каждый день.",5
"Отдыхали в Питере с девушкой в августе 2023. Встретил отель красивым холлом и крайне дружелюбным персоналом. Дальше все пошло по наклонной. В номере за 6500 в сутки (superior) нас встретил приятный бонус в виде открытой пачки сигарет, жалко, что мы не курим, также ощутили будоражащий дух запах канализационных труб. Мокрое пятно на половом покрытии быстро освежило нас и перед нами предстал вид из окна. Скажу сразу, что при бронировании за полтора месяца я созвонился с отелем и попросил номер с мансардными окнами и красивым видом, на что сразу же получил согласие и обещание: ""все будет в лучшем виде"". Однако мансардных окон в номере не оказалось, а вместо них были окна от пола и примерно до моей ключицы. В полусогнутом положении я смог наконец-то лицезреть красивейший вид на черный вход в клуб, замшелую крышу с огромной лужей и неухоженный задний дворик, где любители ночной клубной жизни собирались в группы и продолжали веселье до самого утра.",3
"Останавливась в этом отеле на 10 дней в апреле 2024 года. Нужен был небольшой уютный номер на 1 человека, в центре. Осталась очень довольна своим выбором! В номере было все, что заявлено на сайте отеля. Кроме того: прекрасный, удобный матрас, 2х спальная кровать, чистота, уборка каждый день! Сотрудники приветливые. Расположение отеля замечательное. Я впервые была в этом городе и главные достопримечательности и многие театры находятся в 15 мин.хотьбы! Прекрасная возможность ознакомиться с городом, пусть и в небольшом масштабе, но оставить самые яркие впечатления. Спасибо всем сотрудникам отеля! Здоровья вам! Рекомендую к посещению!",5
"Отличное расположение - практически все достопримечательности в пешей доступности. Чистые, современные номера, удобная кровать 👍",5
Всё молодцы,5
"Мы бронировали IZZZI SMART. С радостью вернулись бы сюда снова;) - Удобное расположение. От метро буквально 500 м. Легко найти, что тоже не мало важно. Пешком легко дойти до главных мест. - Рядом есть необходимые продуктовые магазины. - Также в письме можно было пройти Онлайн-регистрацию. - В номере очень тепло, это большой плюс (мы были там 7-10 марта температура на улице около +/-0). - Два комплекта полотенец для двух человек + одно полотенце для ног. Так же зубной набор присутствовал. Шампунь и гель были в диспенсерах (есть фен). - Есть мини кухня с плитой, микроволновкой, чайником, холодильником и со столовыми приборами. (для готовки всё есть) - Чистый номер (убрано даже под кроватью, что редкость). - Есть телевизор, стол с двумя стульями, шкаф, сейф, дополнительный свет у кровати, - Нам попался номер (113 по-моему) на первом этаже, с видом во двор (там постоянно курьеры находились). - Также стабильный без всяких регистраций и пароля WI-FI.",5
"Отель оставил самые приятные впечатления. Удобное расположение, вежливый персонал, отличный дизайн, продуманная комплектация номеров мебелью и утварью. В номере тепло, но не жарко. Огромные окна. Под нашим номером располагался ночной клуб, но он не мешал нам спать, возможно, потому что падали от усталости после многокилометровых прогулок))",5
"Очень понравился отель, удобное расположение, в 3-5 минутах ходьбы Казанский собор. Персонал приветлив и вежлив, заселили раньше положенного времени. В следующую поездку также выберем данный отель.",5
"Отличный отель, удобно расположен, почти в центре. При этом тихо даже в выходные. Очень вежливый персонал, помогают с ранним заселением и по всем вопросам быстро реагируют.",5
"Брали 2 номера (комфорт и фэмали) и оба номера очень понравились. Номера свеженькие, комфортные, есть небольшие кухни. Расположение отеля идеальное (всё в шаговой доступности). Улица, где располагается отель тихая. Отель советую!",5
"Прекрасный отель. Удобно расположен в центре. Номера чистые, кровати удобные. Есть все необходимое. Вежливый персонал.",5
Уже не в первый раз останавливаюсь в сети отелей и всем более чем довольна!,5
"В целом неплохо, но 09.12 был хамский персонал на ресепшене, процесс заселения ужасный, твой паспорт забирают и без объяснений уносят в другое помещение. При справедливом вопросе, угрожают ещё больше затянуть процесс заселения, истерят и хамят. Номера на первом этаже по факту без окон, так как шторы не откроешь - между тротуаром и окном расстояния нет, окна в пол. Стоит плёнку сделать, чтобы с улицы тебя не видели. А то чувствуешь себя девушкой с квартала красных фонарей.",3
"Жили в номере smart 6 ночей. Отель в целом и сам номер выглядят красиво и приятно, все как на фото. Ремонт отличный, не потрёпанный, как новый (при бронировании опасалась, что на фото все красиво, а в реальности уже не очень). Кровать удобная. В номере не холодно и не жарко. Уборку делали отлично. Персонал отзывчивый, вежливый. Было тихо, соседей не слышали. Впечатления от отеля максимально положительные.",5
"Останавливались на 4 ночи. В отеле чисто, есть все необходимое. Персонал вежливый, заселились быстро, выселились ещё быстрее. Людей в отеле было мало (совсем не сезон), была полная тишина, высыпались отлично.",5
"Чистые номера, есть все необходимое. Дверь, кажется, не очень хорошо изолирует звук, потому что иногда по утрам кто-то громко разговаривал в коридоре и было хорошо слышно. Соседей за стенкой слышно не было. Хорошее расположение. В целом, отличный вариант, чтобы переночевать туристу пару дней.",4
"Все понравилось. Абсолютно. От расположения до чистоты в номере. Каждый день поддерживают чистоту, выносят мусор, меняют полотенца по мере загрязнения, постельное белье. Спасибо большое! Сервис украсил наш отпуск.",5
"Понравилось местоположение! Около Банковского моста. Номер чистый, современный.",5
"Очень удобное расположение. Рядом Гостиный двор и Невский проспект. От метро недалеко. Место тихое, рядом много кафе и столовых. Номера небольшие, но уютные и чистые, есть все необходимое. Персонал очень дружелюбный и приветливый. Рекомендую этот отель всем.",5
"Плюсы все перечислены в предыдущих постах, не буду повторяться. Окна номера выходили во двор, возможно поэтому ночью никакого шума не слышно было. Из минусов: номер 422, в ванной комнате периодически пахло табачным дымом (скорее всего затягивало через вентиляцию, хотя в отеле запрещено курить). Об этой проблеме было заявлено персоналу, но ... Запах так и не ушел.",4
"Из плюсов: расположение и интерьер. Просторная ванная комната и душевая кабина. Хороший напор воды. Есть гель для душа, шампунь, жидкое мыло, зубные паста и щётка, полотенца, тапочки. Комната тоже комфортная, много места, есть кухня. Из минусов: волосы на полу в ванной и на постельном белье. Ночью из туалета слышны были звуки воды в трубах, постоянно, очень громко. В номере душно, очень. Нет звукоизоляции. Соседей слышно так, будто они стоят рядом. Получается, всё в отеле хорошо, кроме самого главного: выспаться не получится. И волосы на полу и кровати - тоже неприятно. Впечатления: 50/50.",4
"Отличный отель, все новое ,хороший номер на 4 этаже, доступный по цене. Отель находится в центре, недалеко от Невского проспекта, Казанского собора. Минусов нет, только плюсы. Рекомендую!!!!",5
"Расположение отличное, отель на троечку. В номере было сломано пластиковое окно, не закрывалось до конца, на улице- ноябрь, прохладно, но отопление еще не включили. на мою просьбу отремонтировать его- окно было просто закрыто, трогать было нельзя больше, но щель, через которую дул ветер, так и осталась... кроме этого в раковине не уходила вода.. заказанный мной завтрак к определенному времени, привезли на полчаса позже, т.к. у меня была встреча назначена, позавтракать я не успела..",3
"Замечательный отель. Очень удобное расположение для того чтобы гулять по центру, две минуты и вы возле Казанского собора. Номер очень уютный и чистый. Есть все необходимое . Буду советовать отель IZZZI всем, и сама еще с удовольствием вернусь в него.",5
"Отель понравился! Чистенько, в нескольких минутах от Казанского собора. Цена хорошая👍🏼 в общем всё отлично",5
"Отель понравился, тихо, недалеко от центра, номер чистый, есть мини-кухня, небольшой минус, шампунь как вода и гель для душа не выливался, рекомендую.",5
"Обычный отель со своими плюсами и недостатками. Служба размещения прислушалась к просьбе заселить повыше, но проигнорировал просьбу о предоставлении номера с раздельными кроватями (позже раздвинули имеющуюся, жаль что её сразу). Вид из окна выходил на какую-то крышу арки или перехода в соседнее здание. Сантехника слегка ""устала"". При уборке ковролин номера пылесосится очень посредственно. Подушка и одеяло среднего качества. С постельный бельём и полотенцами полный порядок. Отмечу также неплохую шумоизоляцию номеров. Расположение отеля хорошее, рядом много достопримечательностей и мест где можно поесть.",3
"Хороший отель. В пешей доступности несколько станций метро. Номер SMART на первом этаже, окна выходили во двор. Ночью было тихо. Фото номера, выставленные на сайте, соответствуют реальности. Уборка проводилась регулярно, персонал доброжелательный. Отдыхала с 7 по 14 октября с ребёнком, всё понравилось.",5
"Отличный отель. Круглосуточная стойка регистрации, есть возможность оставить вещи в камере хранения. В номере чисто, современная и удобная мебель. На кухне имеется все необходимое: чайник, плита, микроволновка, холодильник, посуда и столовые приборы. Приятно, что в номере с двуспальной кроватью дают 2 одеяла. Расположение - великолепное, возле Банковского и Мучного мостов, рядом Невский проспект, Сенная площадь, Казанский собор.",5
Великолепное место,5
"Отличный отель: уютно, чисто, атмосферно, очень удобное кухонное место, комфортная кровать, есть всё необходимое как для отдыхающих, так и для приехавших в командировку. Мне очень нравится это место в Питере: рядом мой любимый Грибоедовский канал, в шаговой доступности всё, что определяет облик города. Мне тут было очень хорошо! Если придираться, то долго бывает шумно из-за того, что город здесь засыпает очень поздно. Но с закрытым окном засыпается несмотря на это хорошо! Сюда хочется вернуться!",5
"Очень понравилась гостиница! Оптимальное сочетание цены и качества Очень удачное расположение, до всех главных достопримечательностей можно дойти пешком. Вокруг много хороших кафе и ресторанов. Стильные, свежие номера и холлы. Наполнение оптимальное, предусмотрено всё : и кухня с посудой и кухонными принадлежностями и утюг с кулером на этаже. Уборка каждый день. Очень приятный и доброжелательный персонал на ресепшн. Можно оставить вещи в камере хранения. Теперь это любимый отель в Питере! Спасибо!",5
"В целом я снизила оценку на 1 звезду только за кровать, чуток бы пошире для двоих. В целом на 2-3ночи вариант отличный",4
"Отличный вариант для тех, кому важен сервис и расположение отеля. Быстрая регистрация, все удобства в номере, на этаже кулер и гладильная доска. Номер уютный и функциональный, понравилось зеркало в ванной с дополнительной подсветкой. Расположение идеальное - 5 минут прогулочным шагом до Банковского моста и еще немного до Казанского собора.",5
"Отлично подойдёт для тех, кому важно остановиться в пешей доступности от центра. Номер izzi smart довольно небольшой, но вполне комфортен для размещения двух человек. Есть своя мини-кухня, барная стойка, посуда. На этаже есть место для стирки, утюг, кулер. Сам отель очень чистый и современный. IZZI приятно удивил прекрасной локацией, высоким уровнем сервиса и приемлемой стоимостью. Спасибо за хорошо проведённой у Вас время, обязательно придём снова!",5
"Не первый раз останавливаюсь тут-все чисто, опрятно и дружелюбно. А местоположение просто супер!",5
"Неплохой отель. Приветливый и отзывчивый персонал. Чисто, уютно, недалеко от центра. Слышимость хорошая и окна выходили во двор где Яндекс доставка.",5
"Муж был в данном отеле с ребенком , в 12 ночи постучал в дверь полуголый мужик ползающий на четвереньках , всю ночь стирали стиральные машины, расположенные около номера , крики под окнами , не советую этот отель , обходите его стороной , мы разочарованы👎👎👎",1
"Если вам действует на нервы долбящая музыка из клуба по соседству, лучше выбирайте номер, окна которого не выходят на банковский переулок. Хотя, как долбило, думаю, в противоположных номерах тоже было нехило слышно",3
"Проживали в этом отеле 6 ночей, номер Смарт без питания. Номер с кухней: холодильник , плита, чайник, посуда, кастрюля, сковородка..в общем всё, что нужно.Очень удобно расположен отель, до Невского проспекта 10 мин пешком. Удивило, что для 3х ⭐ уборку проводили ежедневно, полотенца меняли тоже. При выезде оставили сумки в комнате хранения. Небольшой минус, что из душевой кабины подтекала вода на пол. Но, цена/качество соответствует",5
"Отлично! Понравилось, практически все! Локация, персонал, интерьер, самое главное-чистый номер (ковролин, сантехника, плита, микроволновка, холодильник, посуда). Есть даже соль и сахар, полотенце и губка. Из минусов: на стенах в номере были пятна и заявлены зубная щётка и паста, но пасты хватает на 1 раз и ее не пополняют. Но это мелочи. Обязательно остановлюсь в этом отеле в следующий раз! Рекомендую однозначно!",5
"Красивый, чистый, уютный отель, вежливый персонал. Удобное расположение, близко к метро. Современный номер, пока всё нравится, проживаю сейчас в отеле.",5
"Гостиница супер. Номер был на двоих в котором всё есть для проживания (чайник, микроволновка, холодильник, плита, в ванной фен, шампунь, гель для душа и т.д.) Место расположение великолепное. Метро как и Невский проспект в 5 минутах ходьбы. Кафе, столовые, К/Б и т.д. 2-3 минуты. Спасибо за теплый приём...",5
